Organization,Program,2017-18 - Expenditures,2018-19 - Expenditures,2019-20 - Expenditures,2020-21 - Expenditures,2021-22 - Expenditures,2023-24 - Planned Spending,2024-25 - Planned Spending,2025-26 - Planned Spending
Northern Pipeline Agency Canada,Oversee and regulate the planning and construction of the Canadian portion of the Alaska Highway Natural Gas Pipeline Project,0,230480.86,238467.64,236169.12,255692.04,572629,1308359,1308359
Parole Board of Canada,Conditional Release Decisions,35275468.32,36915791.82,37068404.83,38658315.33,37771738.51,42584134,40798273,40798273
Parole Board of Canada,Conditional Release Openness and Accountability,4266873.75,4180054.86,3967641.38,4464917.04,4490684.98,4659852,4659852,4659852
Parole Board of Canada,Record Suspension/Pardon and Expungement Decisions/Clemency Recommendations,76906.77,801152.68,2349234.97,2516206.83,3354955.02,12419824,11733463,10424475
Parole Board of Canada,Internal Services,8110575.05,7857270.36,8103509.7,12105523.8,13135439.28,13887949,12796870,12796870
Natural Resources Canada,Market Access and Diversification,69193649.96,0,0,0,0,0,0,0
Natural Resources Canada,Innovation for New Products and Processes,118506414.68,0,0,0,0,0,0,0
Natural Resources Canada,Investment in Natural Resource Sectors,79038128.38,0,0,0,0,0,0,0
Natural Resources Canada,Statutory Programs - Atlantic Offshore,524634823.02,0,0,0,0,0,0,0
Natural Resources Canada,Energy-efficient Practices and Lower-carbon Energy Sources,237241683.85,0,0,0,0,0,0,0
Natural Resources Canada,Technology Innovation,227759555.25,0,0,0,0,0,0,0
Natural Resources Canada,Responsible Natural Resource Management,32240247.19,0,0,0,0,0,0,0
Natural Resources Canada,Protection for Canadians and Natural Resources,73038007.7,0,0,0,0,0,0,0
Natural Resources Canada,Landmass Information,61573502.96,0,0,0,0,0,0,0
Natural Resources Canada,Canadian Geodetic Survey: Spatially Enabling Canada,0,5848075.2,5660255.62,5074216.25,5614772.24,6593422,6641822,6401864
Natural Resources Canada,Geological Knowledge for Canada's Onshore and Offshore Land,0,31897618.51,28452744.37,23947398.54,25093664.87,37125614,33844224,30882993
Natural Resources Canada,Core Geospatial Data,0,18869851.25,20224377.64,18823099.8,25718590.07,50250036,21615446,20508110
Natural Resources Canada,Canada-US International Boundary Treaty,0,1995869.79,1903932.97,1595393.18,2091877.04,1985621,1985620,1985620
Natural Resources Canada,Canada Lands Survey System,0,13714793.95,14160011.2,12892846.65,13237893.87,11445406,11196664,10427287
Natural Resources Canada,Geoscience for Sustainable Development of Natural Resources,0,36093992.82,35848877.52,33384524.13,37157695.89,28114245,28328684,27423554
Natural Resources Canada,Pest Risk Management,0,31509731.1,27332708.17,42552507.77,66852293.08,39161407,41390645,39273311
Natural Resources Canada,Forest Climate Change,0,11407735.32,10785477.02,10637898.31,73488838.4,306595440,362735005,377355555
Natural Resources Canada,Climate Change Adaptation,0,10079144.95,10729398.63,8712020.72,8720669.19,11017992,10979346,10979346
Natural Resources Canada,Explosives Safety and Security,0,7984612.24,7678854.17,7016372.07,7664995.71,7124900,7131505,7131505
Natural Resources Canada,Geoscience to Keep Canada Safe,0,20231984.41,18352890.89,20109609.07,31525268.86,26175072,18933642,18933642
Natural Resources Canada,Wildfire Risk Management,0,6245503.92,10350500.13,12119305.64,13587379.47,57775046,81399988,96487932
Natural Resources Canada,Polar Continental Shelf Program,0,12804922.36,16208058.01,10831973.34,16019100.19,19623195,8450644,8468909
Natural Resources Canada,"Clean Energy technology Policy, Research and Engagement",0,85387668.16,81645550.04,83238669.71,0,0,0,0
Natural Resources Canada,Clean Growth in Natural Resource Sectors,0,30925782.81,59914270.13,62665315.02,0,0,0,0
Natural Resources Canada,Energy Innovation Program,0,70788512.18,75841182.26,84177211.84,0,0,0,0
Natural Resources Canada,Green Mining Innovation,0,20537640.24,19531623.62,20412076.13,21360877.42,26705367,15457877,15446181
Natural Resources Canada,Fibre Solutions,0,13975040.4,13529886.52,13729711.09,13720460.27,7716021,7722494,7722494
Natural Resources Canada,Sustainable Forest Management,0,18239833.37,18945339.56,16509118.61,18982546.4,19083306,18925752,18460300
Natural Resources Canada,Cumulative Effects,0,7458776.01,8629066.15,7535678.68,8453063.78,7994997,7997929,7973195
Natural Resources Canada,Lower Carbon Transportation,0,28475056.68,34558069.85,72719177.5,167509957.64,618120483,530524678,463789784
Natural Resources Canada,Electricity Resources,0,136729769.57,153193342.98,112830308.69,172469794.35,558865277,547656179,214841137
Natural Resources Canada,Energy Efficiency,0,44655473.46,1003547273.11,57008042.67,125882319.99,926850366,1011622111,483392228
Natural Resources Canada,Energy and Climate Change Policy,0,11271763.62,11867967.26,11997252.63,9356547.06,18999139,18007500,13478734
Natural Resources Canada,Innovative Geospatial Solutions,0,14814475.11,17673491.56,18102346.47,18046922.65,17995426,17740704,17739380
